id,title,collection,volume,source_volume_url,local_text_path,original_text_link,story_dynasty,story_type_primary,story_type_secondary,female_centrality,female_perspective,female_figures,female_agency,ending_type,moral_evaluation,feminist_angles,evidence_keywords,confidence,text_char_count
lzz-v02-011,丁前溪,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-011/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-011/source.txt,未明,伦理/报应,,边缘,男性转述/旁观,妻妾/已婚女性,中,报应惩戒,因果报应,妻妾/婢妾与阶层|婚姻/婚配制度|女性欲望与婚恋自主|照护劳动/生育责任,妻|妾,中,678
lzz-v02-012,海大魚,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-012/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-012/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,贞节规训,節,低,69
lzz-v02-013,張老相公,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-013/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-013/source.txt,魏晋南北朝,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|女性欲望与婚恋自主|男性凝视与欲望投射,死|嫁|妻,中,283
lzz-v02-014,水莽草,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-014/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-014/source.txt,未明,仙神/龙女,,边缘,女性经验可见,凡间女子|妻妾/已婚女性,中,婚恋团圆,弱评价/异闻观照,婚姻/婚配制度|父权家族/宗法|妻妾/婢妾与阶层|男性凝视与欲望投射,妻|妾|婿,高,1474
lzz-v02-015,造畜,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-015/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-015/source.txt,未明,伦理/报应,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,女性欲望与婚恋自主|家庭暴力与虐待|父权家族/宗法,殺,中,263
lzz-v02-016,鳳陽士人,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-016/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-016/source.txt,未明,妖怪/精魅,,边缘,女性经验可见,妻妾/已婚女性,中,惊悚收束,礼教惩戒,婚姻/婚配制度|女性欲望与婚恋自主|妻妾/婢妾与阶层|男性凝视与欲望投射,妻|妾,中,1195
lzz-v02-017,耿十八,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-017/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-017/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,婚姻/婚配制度|照护劳动/生育责任|父权家族/宗法,鬼|嫁|妻,中,830
lzz-v02-018,珠兒,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-018/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-018/source.txt,未明,鬼魂/冥府,妖怪/精魅,边缘,女性经验可见,妻妾/已婚女性|婢女/侍女,中,异闻收束,弱评价/异闻观照,父权家族/宗法|婚姻/婚配制度|妻妾/婢妾与阶层|家庭暴力与虐待,鬼|嫁|妻|妾,高,2021
lzz-v02-019,小官人,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-019/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-019/source.txt,未明,杂志异闻,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,193
lzz-v02-020,胡四姐,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-020/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-020/source.txt,未明,术法/道术,妖怪/精魅,关键,女性主体表达较强,妻妾/已婚女性,中,报应惩戒,因果报应,妻妾/婢妾与阶层|家庭暴力与虐待|父权家族/宗法|女性互助/代际支持,姐|死,高,1406
lzz-v02-021,祝翁,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-021/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-021/source.txt,未明,杂志异闻,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法,死,低,478
lzz-v02-022,豬婆龍,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-022/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-022/source.txt,未明,妖怪/精魅,,边缘,男性转述/旁观,无显著女性形象,低,异闻收束,弱评价/异闻观照,照护劳动/生育责任|父权家族/宗法,婆,低,111
lzz-v02-023,某公,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-023/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-023/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,礼教惩戒,无明显女性主义切口,鬼|死,低,231
lzz-v02-024,快刀,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-024/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-024/source.txt,明,杂志异闻,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,家庭暴力与虐待,殺,低,132
lzz-v02-025,俠女,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-025/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-025/source.txt,未明,伦理/报应,,核心,女性经验可见,凡间女子|妻妾/已婚女性|母亲/婆妪|烈女/侠女,高,报应惩戒,因果报应,男性凝视与欲望投射|婚姻/婚配制度|照护劳动/生育责任|女性欲望与婚恋自主,俠女|女|侠|嫁|妾,高,2317
lzz-v02-026,蓮香,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-026/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-026/source.txt,未明,妖怪/精魅,鬼魂/冥府,关键,女性经验可见,凡间女子|妻妾/已婚女性|母亲/婆妪|巫妪/婆子,中,悲剧/消散,弱评价/异闻观照,女性欲望与婚恋自主|婚姻/婚配制度|父权家族/宗法|男性凝视与欲望投射,死|妾|婿,高,4299
lzz-v02-027,阿寶,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-027/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-027/source.txt,未明,鬼魂/冥府,术法/道术,关键,女性经验可见,妻妾/已婚女性|母亲/婆妪|婢女/侍女|巫妪/婆子,低,异闻收束,弱评价/异闻观照,父权家族/宗法|女性欲望与婚恋自主|婚姻/婚配制度|妻妾/婢妾与阶层,鬼|魂|妻|婿,高,2037
lzz-v02-028,九山王,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-028/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-028/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,父权家族/宗法|婚姻/婚配制度|妻妾/婢妾与阶层|家庭暴力与虐待,殺|妻,中,1202
lzz-v02-029,遵化署狐,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-029/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-029/source.txt,未明,狐魅叙事,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,父权家族/宗法|婚姻/婚配制度|家庭暴力与虐待|贞节规训,狐|殺|逃|妻|烈,高,422
lzz-v02-030,張誠,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-030/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-030/source.txt,明,伦理/报应,妖怪/精魅,关键,男性转述/旁观,妻妾/已婚女性|婢女/侍女|巫妪/婆子,中,超脱成仙,弱评价/异闻观照,父权家族/宗法|妻妾/婢妾与阶层|婚姻/婚配制度|家庭暴力与虐待,死|妻,高,2334
lzz-v02-031,汾州狐,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-031/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-031/source.txt,未明,狐魅叙事,,边缘,女性经验可见,妻妾/已婚女性,低,报应惩戒,因果报应,婚姻/婚配制度|妻妾/婢妾与阶层|男性凝视与欲望投射,狐|妻|妾,中,338
lzz-v02-032,巧娘,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-032/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-032/source.txt,未明,妖怪/精魅,,关键,女性经验可见,妻妾/已婚女性|母亲/婆妪|性别越界者,中,悲剧/消散,弱评价/异闻观照,父权家族/宗法|婚姻/婚配制度|妻妾/婢妾与阶层|女性欲望与婚恋自主,娘|妾|婿,高,3037
lzz-v02-033,吳令,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-033/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-033/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,礼教惩戒,女性欲望与婚恋自主|贞节规训,鬼|城隍|節,中,313
lzz-v02-034,口技,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-034/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-034/source.txt,未明,仙神/龙女,,边缘,女性经验可见,凡间女子,低,异闻收束,弱评价/异闻观照,妻妾/婢妾与阶层|父权家族/宗法|男性凝视与欲望投射,,中,668
lzz-v02-035,狐聯,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-035/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-035/source.txt,未明,狐魅叙事,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,婚姻/婚配制度|女性欲望与婚恋自主|妻妾/婢妾与阶层|男性凝视与欲望投射,狐|拒|妾,中,219
lzz-v02-036,濰水狐,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-036/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-036/source.txt,秦汉,狐魅叙事,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,女性欲望与婚恋自主|父权家族/宗法,狐,低,567
lzz-v02-037,紅玉,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-037/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-037/source.txt,未明,伦理/报应,公案/申冤,边缘,女性经验可见,妻妾/已婚女性|婢女/侍女,高,报应惩戒,因果报应,父权家族/宗法|婚姻/婚配制度|妻妾/婢妾与阶层|家庭暴力与虐待,俠|妻|妾|婿,高,2349
lzz-v02-038,龍,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-038/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-038/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,死,低,376
lzz-v02-039,林四娘,聊斋志异,聊斋志异·卷2,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC02%E5%8D%B7,stories/lzz-v02-039/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v02-039/source.txt,未明,鬼魂/冥府,,关键,女性经验可见,狐女/狐仙,中,异闻收束,弱评价/异闻观照,女性欲望与婚恋自主|男性凝视与欲望投射|婚姻/婚配制度|贞节规训,鬼|娘|妾|貞|節|狐女/狐仙,高,1055
lzz-v03-001,江中,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-001/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-001/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,无明显女性主义切口,,低,249
lzz-v03-002,魯公女,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-002/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-002/source.txt,未明,伦理/报应,妖怪/精魅,关键,女性经验可见,妻妾/已婚女性|婢女/侍女,高,悲剧/消散,弱评价/异闻观照,女性欲望与婚恋自主|妻妾/婢妾与阶层|父权家族/宗法|婚姻/婚配制度,女|死|妾,高,1762
lzz-v03-003,道士,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-003/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-003/source.txt,未明,术法/道术,,边缘,男性凝视主导,凡间女子,低,惊悚收束,弱评价/异闻观照,男性凝视与欲望投射|女性欲望与婚恋自主|女性互助/代际支持|父权家族/宗法,,中,915
lzz-v03-004,胡氏,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-004/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-004/source.txt,未明,伦理/报应,,边缘,男性转述/旁观,妻妾/已婚女性,中,婚恋团圆,弱评价/异闻观照,父权家族/宗法|女性欲望与婚恋自主|婚姻/婚配制度|家庭暴力与虐待,,中,1153
lzz-v03-005,戲術,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-005/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-005/source.txt,未明,杂志异闻,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,无明显女性主义切口,,低,215
lzz-v03-006,丐僧,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-006/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-006/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,死,低,316
lzz-v03-007,伏狐,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-007/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-007/source.txt,未明,狐魅叙事,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,女性欲望与婚恋自主|男性凝视与欲望投射,狐,低,272
lzz-v03-008,蟄龍,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-008/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-008/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,184
lzz-v03-009,蘇仙,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-009/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-009/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,婚姻/婚配制度|女性欲望与婚恋自主|照护劳动/生育责任|父权家族/宗法,嫁,中,549
lzz-v03-010,李伯言,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-010/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-010/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,父权家族/宗法|女性欲望与婚恋自主|妻妾/婢妾与阶层|婚姻/婚配制度,鬼|妻,中,895
lzz-v03-011,黃九郎,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-011/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-011/source.txt,未明,鬼魂/冥府,仙神/龙女,边缘,女性经验可见,妻妾/已婚女性,低,报应惩戒,因果报应,女性欲望与婚恋自主|妻妾/婢妾与阶层|男性凝视与欲望投射|婚姻/婚配制度,鬼|魂|妾,高,2555
lzz-v03-012,金陵女子,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-012/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-012/source.txt,未明,仙神/龙女,,关键,女性经验可见,凡间女子,低,异闻收束,弱评价/异闻观照,婚姻/婚配制度|父权家族/宗法|女性欲望与婚恋自主,女|婿,中,493
lzz-v03-013,湯公,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-013/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-013/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,男性凝视与欲望投射,,低,661
lzz-v03-014,閻羅,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-014/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-014/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,死,低,202
lzz-v03-015,連瑣,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-015/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-015/source.txt,未明,妖怪/精魅,,边缘,女性经验可见,凡间女子,中,悲剧/消散,礼教惩戒,女性欲望与婚恋自主|父权家族/宗法|妻妾/婢妾与阶层|婚姻/婚配制度,刃|死|妾,高,2388
lzz-v03-016,單道士,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-016/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-016/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,女性欲望与婚恋自主,,低,448
lzz-v03-017,白于玉,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-017/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-017/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,父权家族/宗法|女性欲望与婚恋自主|男性凝视与欲望投射|婚姻/婚配制度,嫁,中,2629
lzz-v03-018,夜叉國,聊斋志异,聊斋志异·卷3,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC03%E5%8D%B7,stories/lzz-v03-018/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v03-018/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,婚姻/婚配制度|父权家族/宗法|女性欲望与婚恋自主|照护劳动/生育责任,妻|婿,中,2293
